"AOA","CD"
"139.000000","0.746958"
"140.000000","0.717239"
"141.000000","0.687700"
"142.000000","0.658378"
"143.000000","0.629309"
"144.000000","0.600530"
"145.000000","0.572077"
"146.000000","0.543984"
"147.000000","0.516286"
"148.000000","0.489018"
"149.000000","0.462213"
"150.000000","0.435905"
"151.000000","0.410125"
"152.000000","0.384905"
"153.000000","0.360276"
"154.000000","0.336268"
"155.000000","0.312911"
"156.000000","0.290232"
"157.000000","0.268261"
"158.000000","0.247022"
"159.000000","0.226543"
"160.000000","0.206848"
"161.000000","0.187960"
"162.000000","0.169903"
"163.000000","0.152697"
"164.000000","0.136364"
"165.000000","0.120924"
"166.000000","0.106394"
"167.000000","0.092792"
"168.000000","0.080134"
"169.000000","0.068434"
"170.000000","0.057707"
"171.000000","0.047965"
"172.000000","0.039219"
"173.000000","0.031480"
"174.000000","0.024755"
"175.000000","0.019053"
"176.000000","0.014380"
"177.000000","0.010740"
"178.000000","0.008138"
"179.000000","0.006576"
"180.000000","0.006000"
